date,link,title
14 Feb 2014,www.dbs.com/newsroom/DBS_posts_record_2013_net_profit_of_SGD_350_billion_MIGRT,DBS posts record 2013 net profit of SGD 3.50 billion
12 Feb 2014,www.dbs.com/newsroom/DBS_launches_SGD_50_million_Foundation_to_strengthen_CSR_efforts_MIGRT,DBS launches SGD 50 million Foundation to strengthen CSR efforts
05 Feb 2014,www.dbs.com/newsroom/news_1095_1602021515275779352_MIGRT,DBS and A*STAR’s Institute for Infocomm Research (I2R) in Joint Lab Partnership to shape the future of banking through research and innovation
04 Feb 2014,www.dbs.com/newsroom/DBS_is_the_most_valuable_bank_brand_in_Singapore_and_ASEAN_MIGRT,DBS is the most valuable bank brand in Singapore and ASEAN
03 Feb 2014,www.dbs.com/newsroom/POSB_ushers_in_Lunar_New_Year_with_new_look_for_POSB_girl_MIGRT,POSB ushers in Lunar New Year with new look for POSB girl
27 Jan 2014,www.dbs.com/newsroom/DBS_Shanghai_FTZ_subbranch_completes_first_trade_financing_deal,DBS’ Shanghai FTZ sub-branch completes first trade financing deal
09 Jan 2014,www.dbs.com/newsroom/news_1097_8288934481335335538_MIGRT,DBS Bank engages IBM’s Watson to achieve next generation customer experience
02 Jan 2014,www.dbs.com/newsroom/DBS_Bank_China_Ltd_Shanghai_Pilot_Free_Trade_Zone_Subbranch_Receives_Approval_to_Commence_Operations_MIGRT,DBS Bank (China) Ltd. Shanghai Pilot Free Trade Zone Sub-branch receives approval to commence operations
30 Dec 2013,www.dbs.com/newsroom/DBS_launches_fully_automated_online_account_opening_service_for_companies_first_bank_in_Asia_to_do_so_MIGRT,DBS launches fully automated online account opening service for companies; first bank in Asia to do so
29 Nov 2013,www.dbs.com/newsroom/DBSPOSB_customers_and_staff_donate_over_SGD_1_million_to_Typhoon_Haiyan_relief_efforts_MIGRT,DBS/POSB customers and staff donate over SGD 1 million to Typhoon Haiyan relief efforts
26 Nov 2013,www.dbs.com/newsroom/news_1100_5424817262043247525_MIGRT,DBS Group Holdings Ltd’s first Basel III issue attracts strong interest
15 Nov 2013,www.dbs.com/newsroom/DBS_to_strengthen_presence_in_Yangon_with_growing_economic_cooperation_between_Singapore_and_Myanmar_MIGRT,DBS to strengthen presence in Yangon with growing economic cooperation between Singapore and Myanmar
12 Nov 2013,www.dbs.com/newsroom/DBS_avails_selfservice_banking_channels_for_donations_to_Typhoon_Haiyan_relief_efforts_in_the_Philippines_MIGRT,DBS avails self-service banking channels for donations to Typhoon Haiyan relief efforts in the Philippines
11 Nov 2013,www.dbs.com/newsroom/DBS_divests_all_its_remaining_99_stake_in_BPI_MIGRT,DBS divests all its remaining 9.9% stake in BPI
04 Nov 2013,www.dbs.com/newsroom/DBS_and_CDIA_sign_Memorandum_of_Understanding_to_deepen_cooperation_in_infrastructure_and_project_financing_MIGRT,DBS and CDIA sign Memorandum of Understanding to deepen cooperation in infrastructure and project financing.
01 Nov 2013,www.dbs.com/newsroom/DBS_reports_thirdquarter_earnings_of_SGD_862_million_MIGRT,DBS reports third-quarter earnings of SGD 862 million
11 Oct 2013,www.dbs.com/newsroom/DBS_to_create_outdoor_open_air_cinema_experience_at_Marina_Bay_MIGRT,"DBS to create outdoor, open air cinema experience at Marina Bay"
10 Oct 2013,www.dbs.com/newsroom/DBS_trailblazes_new_mortgage_app_Connects_with_homebuyers_earlier_in_househunting_process_MIGRT,DBS trailblazes new mortgage app; Connects with homebuyers earlier in house-hunting process
03 Oct 2013,www.dbs.com/newsroom/DBS_to_boost_opportunities_for_recent_graduates_seeking_careers_in_banking_MIGRT,DBS to boost opportunities for recent graduates seeking careers in banking
29 Sep 2013,www.dbs.com/newsroom/DBS_Bank_obtains_approval_to_set_up_subbranch_in_the_China_Shanghai_Pilot_Free_Trade_Zone_MIGRT,DBS Bank obtains approval to set up sub-branch in the China (Shanghai) Pilot Free Trade Zone
18 Sep 2013,www.dbs.com/newsroom/POSB_shares_F1_fun_with_over_1000_customers_in_gesture_of_thanks_MIGRT,"POSB shares F1 fun with over 1,000 customers in gesture of thanks"
08 Sep 2013,www.dbs.com/newsroom/news_1105_2176063792527263105_MIGRT,People’s Association and POSB strengthen partnership to deepen engagement with residents
29 Aug 2013,www.dbs.com/newsroom/DBSPOSB_ramps_up_drive_to_encourage_takeup_of_more_secure_chip_cards_MIGRT,DBS/POSB ramps up drive to encourage take-up of more secure chip cards
07 Aug 2013,www.dbs.com/newsroom/DBS_wins_big_at_the_Singapore_Corporate_Awards_2013_MIGRT,DBS wins big at the Singapore Corporate Awards 2013
01 Aug 2013,www.dbs.com/newsroom/DBS_firsthalf_earnings_rise_5_to_record_SGD_184_billion_MIGRT,DBS first-half earnings rise 5% to record SGD 1.84 billion
31 Jul 2013,www.dbs.com/newsroom/Danamon_agreement_will_lapse_MIGRT,Danamon agreement will lapse
30 Jul 2013,www.dbs.com/newsroom/DBS_launches_Interest_Guard_to_help_homeowners_manage_rising_interest_rates_MIGRT,DBS launches Interest Guard to help homeowners manage rising interest rates
22 Jul 2013,www.dbs.com/newsroom/POSB_and_SGX_join_hands_to_encourage_Singaporeans_to_start_retirement_planning_early_MIGRT,POSB and SGX join hands to encourage Singaporeans to start retirement planning early
16 Jul 2013,www.dbs.com/newsroom/DBS_partners_7Eleven_to_expand_banking_touchpoints_in_Singapore_MIGRT,DBS partners 7-Eleven to expand banking touchpoints in Singapore
05 Jul 2013,www.dbs.com/newsroom/DBS_Asian_Insights_Conference_2013_MIGRT,DBS Asian Insights Conference 2013
30 May 2013,www.dbs.com/newsroom/DBS_successfully_prices_inaugural_offshore_RMB_bond_issue_MIGRT,DBS successfully prices inaugural offshore RMB bond issue
23 May 2013,www.dbs.com/newsroom/DBS_named_the_Most_Valuable_Brand_in_Singapore_MIGRT,DBS named the Most Valuable Brand in Singapore
22 May 2013,www.dbs.com/newsroom/Statement_on_DBSDanamon_Transaction_MIGRT,Statement on DBS-Danamon Transaction
19 May 2013,www.dbs.com/newsroom/DBS_Marina_Regatta_a_hit_among_local_and_international_dragon_boating_community_MIGRT,DBS Marina Regatta a hit among local and international dragon boating community
02 May 2013,www.dbs.com/newsroom/DBS_firstquarter_earnings_reach_record_SGD_950_million_MIGRT,DBS first-quarter earnings reach record SGD 950 million
29 Apr 2013,www.dbs.com/newsroom/POSB_and_SPH_to_bring_greater_convenience_to_customers_in_the_heartlands_MIGRT,POSB and SPH to bring greater convenience to customers in the heartlands
25 Apr 2013,www.dbs.com/newsroom/DBS_named_Best_Managed_Bank_in_Asia_Pacific_MIGRT,DBS named Best Managed Bank in Asia Pacific
23 Apr 2013,www.dbs.com/newsroom/DBS_avails_selfservice_banking_channels_for_donations_to_Sichuan_earthquake_relief_efforts_MIGRT,DBS avails self-service banking channels for donations to Sichuan earthquake relief efforts
17 Apr 2013,www.dbs.com/newsroom/Singapores_biggest_water_sports_festival_is_now_bigger_and_better_MIGRT,Singapore's biggest water sports festival is now bigger and better
03 Apr 2013,www.dbs.com/newsroom/DBS_to_help_bring_Marina_Bay_to_life_with_SGD10_million_investment_over_three_years_MIGRT,DBS to help bring Marina Bay to life with SGD10 million investment over three years
01 Apr 2013,www.dbs.com/newsroom/DBS_launches_firstofitskind_HDB_home_loan_in_Singapore_MIGRT,DBS launches first-of-its-kind HDB home loan in Singapore
25 Mar 2013,www.dbs.com/newsroom/DBS_appoints_Tan_Su_Shan_as_Group_Head_of_Consumer_BankingWealth_Management_MIGRT,DBS appoints Tan Su Shan as Group Head of Consumer Banking/Wealth Management
06 Feb 2013,www.dbs.com/newsroom/DBS_fullyear_2012_net_profit_rises_to_record_SGD_381_billion_MIGRT,DBS full-year 2012 net profit rises to record SGD 3.81 billion
17 Dec 2012,www.dbs.com/newsroom/DBS_Indonesia_and_Sumitomo_Mitsui_Trust_Bank_join_forces_to_boost_Indonesian_economic_activities_MIGRT,DBS Indonesia and Sumitomo Mitsui Trust Bank join forces to boost Indonesian economic activities
10 Dec 2012,www.dbs.com/newsroom/DBS_in_proposed_acquisition_of_30_stake_in_Marina_Bay_Financial_Centre_Tower_3_MIGRT,DBS in proposed acquisition of 30% stake in Marina Bay Financial Centre Tower 3
05 Dec 2012,www.dbs.com/newsroom/DBS_strengthens_wealth_proposition_to_offer_banking_and_broking_under_one_roof_MIGRT,DBS strengthens wealth proposition; to offer banking and broking under one roof
03 Dec 2012,www.dbs.com/newsroom/DBS_Bank_named_Bank_of_the_Year_in_Asia_MIGRT,DBS Bank named Bank of the Year in Asia
01 Nov 2012,www.dbs.com/newsroom/DBS_thirdquarter_earnings_rise_12_to_SGD_856_million_MIGRT,DBS third-quarter earnings rise 12% to SGD 856 million
17 Oct 2012,www.dbs.com/newsroom/DBS_marks_future_of_banking_and_work_with_new_headquarters_MIGRT,DBS marks future of banking and work with new headquarters
15 Oct 2012,www.dbs.com/newsroom/DBS_commits_to_developing_social_entrepreneurship_in_Singapore_and_Asia_with_social_enterprise_project_grants_MIGRT,DBS commits to developing social entrepreneurship in Singapore and Asia with social enterprise project grants
11 Oct 2012,www.dbs.com/newsroom/DBS_partially_divests_shares_in_BPI_retains_99_stake_MIGRT,DBS partially divests shares in BPI; retains 9.9% stake
08 Oct 2012,www.dbs.com/newsroom/DBS_holds_board_meeting_in_Taiwan_for_the_first_time_affirms_commitment_to_Taiwan_and_Greater_China_strategy_MIGRT,"DBS holds board meeting in Taiwan for the first time, affirms commitment to Taiwan and Greater China strategy"
27 Sep 2012,www.dbs.com/newsroom/DBS_officially_launches_second_Remix_Branch_upping_the_ante_to_cater_to_students_and_young_adults_MIGRT,DBS officially launches second Remix Branch; upping the ante to cater to students and young adults
24 Sep 2012,www.dbs.com/newsroom/DBS_and_Kexim_sign_memorandum_of_understanding_to_deepen_cooperation_in_infrastructure_and_project_financing_MIGRT,DBS and Kexim sign memorandum of understanding to deepen cooperation in infrastructure and project financing
14 Sep 2012,www.dbs.com/newsroom/POSB_PAssion_Run_for_Kids_2012_to_raise_record_1_million_for_children_MIGRT,POSB PAssion Run for Kids 2012 to raise record  million for children
22 Aug 2012,www.dbs.com/newsroom/DBS_implements_interaction_analytics_to_enhance_customer_experience_MIGRT,DBS implements interaction analytics to enhance customer experience
06 Aug 2012,www.dbs.com/newsroom/news_1146_4798929891565783702_MIGRT,Issue of fixed rate subordinated notes under DBS Bank Ltd.’s USD 15 billion global medium term note programme
03 Aug 2012,www.dbs.com/newsroom/DBS_firsthalf_earnings_rise_13_to_record_SGD_174_billion_MIGRT,DBS first-half earnings rise 13% to record SGD 1.74 billion
03 Aug 2012,www.dbs.com/newsroom/DBS_bids_farewell_to_headquarters_of_38_years_moves_to_brand_new_building_at_the_heart_of_Marina_Bay_MIGRT,"DBS bids farewell to headquarters of 38 years, moves to brand new building at the heart of Marina Bay"
02 Aug 2012,www.dbs.com/newsroom/DBS_taps_into_own_talent_pool_appoints_Derrick_Goh_as_Head_of_POSB_MIGRT,"DBS taps into own talent pool, appoints Derrick Goh as Head of POSB"
09 Jul 2012,www.dbs.com/newsroom/news_1149_7662799439264370252_MIGRT,DBS steps up commitment to social enterprises; Enhances Singapore’s first and only banking package for social entrepreneurs
29 Jun 2012,www.dbs.com/newsroom/DBS_expands_US_Commercial_Paper_programme_to_USD_15_billion_MIGRT,DBS expands U.S. Commercial Paper programme to USD 15 billion
27 Jun 2012,www.dbs.com/newsroom/DBS_Bank_India_reports_record_revenues_and_profits_MIGRT,DBS Bank India reports record revenues and profits
07 Jun 2012,www.dbs.com/newsroom/DBS_changes_reward_points_redemption_behaviour_with_new_DBS_Rewards_mobile_app_MIGRT,DBS changes reward points redemption behaviour with new DBS Rewards mobile app
01 Jun 2012,www.dbs.com/newsroom/DBS_appoints_veteran_banker_Neil_Ge_as_DBS_China_CEOdesignate_MIGRT,DBS appoints veteran banker Neil Ge as DBS China CEO-designate
27 Apr 2012,www.dbs.com/newsroom/DBS_firstquarter_earnings_rise_16_from_year_ago_to_record_SGD_933_million_MIGRT,DBS first-quarter earnings rise 16% from year ago to record SGD 933 million
26 Apr 2012,www.dbs.com/newsroom/DBS_ranked_amongst_the_top_for_corporate_governance_in_Singapore_MIGRT,DBS ranked amongst the top for corporate governance in Singapore
11 Apr 2012,www.dbs.com/newsroom/DBS_to_inject_RMB_23_billion_into_fastgrowing_China_franchise_MIGRT,DBS to inject RMB 2.3 billion into fast-growing China franchise
04 Apr 2012,www.dbs.com/newsroom/DBS_opens_sixth_enterprise_banking_centre_in_new_Tai_Seng_Branch_to_serve_fastgrowing_SME_segment_MIGRT,DBS opens sixth enterprise banking centre in new Tai Seng Branch to serve fast-growing SME segment
03 Apr 2012,www.dbs.com/newsroom/DBS_creates_technological_first_in_Singapore_with_electronic_securities_application_through_mobile_banking_MIGRT,DBS creates technological first in Singapore with electronic securities application through mobile banking
02 Apr 2012,www.dbs.com/newsroom/DBS_to_acquire_PT_Bank_Danamon_Indonesia_Tbk_to_become_fifth_largest_in_Indonesia_MIGRT,DBS to acquire PT Bank Danamon Indonesia Tbk to become fifth largest in Indonesia
15 Mar 2012,www.dbs.com/newsroom/news_1160_3110521778521093824_MIGRT,Issue of Fixed Rate Subordinated Notes under DBS Bank’s USD15 billion Global Medium Term Note Programme
14 Mar 2012,www.dbs.com/newsroom/DBS_tops_industry_ranking_for_customer_satisfaction_in_Singapore_MIGRT,DBS tops industry ranking for customer satisfaction in Singapore
23 Feb 2012,www.dbs.com/newsroom/DBS_statement_on_card_replacement_MIGRT,DBS statement on card replacement
22 Feb 2012,www.dbs.com/newsroom/news_1163_8537853386530244509_MIGRT,Issue of senior fixed rate notes under DBS Bank’s USD15 billion Global Medium Term Note Programme
14 Feb 2012,www.dbs.com/newsroom/DBS_China_Doubles_Net_Profit_in_2011_Earnings_at_Record_High_MIGRT,DBS China doubles net profit in 2011; Earnings at record high
13 Feb 2012,www.dbs.com/newsroom/Issue_of_Fixed_Rate_Subordinated_Notes_Under_DBS_Banks_USD_15_Billion_Global_Medium_Term_Note_Programme_MIGRT,Issue of fixed rate subordinated notes under DBS Bank's USD 15 billion Global Medium Term Note Programme
10 Feb 2012,www.dbs.com/newsroom/DBS_fullyear_2011_net_profit_hits_record_SGD_304_billion_MIGRT,DBS full-year 2011 net profit hits record SGD 3.04 billion
07 Feb 2012,www.dbs.com/newsroom/DBS_to_bring_Marina_Reservoir_to_life_with_the_inaugural_DBS_Marina_Regatta_MIGRT,DBS to bring Marina Reservoir to life with the inaugural DBS Marina Regatta
14 Jan 2012,www.dbs.com/newsroom/DBS_rolls_out_additional_security_measures_to_guard_against_unauthorised_ATM_withdrawals_MIGRT,DBS rolls out additional security measures to guard against unauthorised ATM withdrawals
06 Jan 2012,www.dbs.com/newsroom/DBS_updates_situation_on_unauthorised_ATM_withdrawals_as_of_530pm_6_January_2012_MIGRT,"DBS updates situation on unauthorised ATM withdrawals (as of 5:30pm, 6 January 2012)"
05 Jan 2012,www.dbs.com/newsroom/DBS_investigates_unauthorised_withdrawals_made_on_ATMDebit_cards_MIGRT,DBS investigates unauthorised withdrawals made on ATM/Debit cards
16 Dec 2011,www.dbs.com/newsroom/DBS_establishes_USD_5_billion_US_Commercial_Paper_Programme_MIGRT,DBS establishes USD 5 billion U.S. Commercial Paper Programme
08 Dec 2011,www.dbs.com/newsroom/AVIVA_and_DBS_launch_Singapores_first_renminbidenominated_insurance_plan_MIGRT,AVIVA and DBS launch Singapore's first renminbi-denominated insurance plan
29 Nov 2011,www.dbs.com/newsroom/DBS_launches_firstever_supplier_financing_programme_for_Singapore_retail_sector_MIGRT,DBS launches first-ever supplier financing programme for Singapore retail sector
15 Nov 2011,www.dbs.com/newsroom/POSB_Tote_Board_and_SE_Hub_launch_new_micro_business_loan_scheme_to_help_low_income_Singaporeans_MIGRT,"POSB, Tote Board and SE Hub launch new micro business loan scheme to help low income Singaporeans"
11 Nov 2011,www.dbs.com/newsroom/news_1176_6377108539710682978_MIGRT,DBS Private Bank named “Best Private Bank in Singapore” for second year running in 2011
10 Nov 2011,www.dbs.com/newsroom/DBS_partners_SingPost_to_nearly_double_number_of_banking_outlets_to_140_MIGRT,DBS partners SingPost to nearly double number of banking outlets to 140
09 Nov 2011,www.dbs.com/newsroom/DBS_CEO_Piyush_Gupta_elected_to_IIF_Board_of_Directors_MIGRT,DBS CEO Piyush Gupta elected to IIF Board of Directors
02 Nov 2011,www.dbs.com/newsroom/DBS_thirdquarter_earnings_up_6_from_year_ago_to_SGD_762_million_MIGRT,DBS third-quarter earnings up 6% from year ago to SGD 762 million
11 Oct 2011,www.dbs.com/newsroom/DBS_updates_Global_Medium_Term_Note_Programme_MIGRT,DBS updates Global Medium Term Note Programme
30 Sep 2011,www.dbs.com/newsroom/news_1231_2376582512149284912_MIGRT,Nikko AM seals strategic alliance with DBS Bank to become Asia’s largest regional asset manager
28 Sep 2011,www.dbs.com/newsroom/DBS_to_set_up_headquarters_with_stateoftheart_flagship_branch_at_Marina_Bay_Financial_Centre_in_2012_MIGRT,"DBS to set up headquarters, with state-of-the-art flagship branch, at Marina Bay Financial Centre in 2012"
22 Sep 2011,www.dbs.com/newsroom/news_1406_8177868409546585082_MIGRT,"DBS Bank launches “Behind the Scenes @ DBS”, an innovative recruitment initiative to attract talent"
21 Sep 2011,www.dbs.com/newsroom/DBS_Bank_and_NDB_Group_sign_MOU_to_deepen_cooperation_in_investment_banking_MIGRT,DBS Bank and NDB Group sign MOU to deepen cooperation in investment banking
20 Sep 2011,www.dbs.com/newsroom/DBS_Bank_takes_private_banking_in_Asia_to_new_level_with_SGD_250_million_investment_over_next_five_years_MIGRT,DBS Bank takes private banking in Asia to new level with SGD 250 million investment over next five years
17 Sep 2011,www.dbs.com/newsroom/POSB_PAssion_Run_for_Kids_2011_charity_event_draws_over_7200_runners_to_raise_funds_for_underprivileged_children_MIGRT,"POSB PAssion Run for Kids 2011 charity event draws over 7,200 runners to raise funds for underprivileged children"
13 Sep 2011,www.dbs.com/newsroom/DBS_Chinas_earnings_in_first_half_of_2011_at_record_high_net_profit_registers_160_yearon_year_growth_MIGRT,"DBS China's earnings in first half of 2011 at record high, net profit registers 160% year-on year growth"
01 Aug 2011,www.dbs.com/newsroom/DBS_establishes_USD_5_billion_EuroCommercial_Paper_Programme_MIGRT,DBS establishes USD 5 billion Euro-Commercial Paper Programme
28 Jul 2011,www.dbs.com/newsroom/DBS_firsthalf_earnings_up_23_to_record_SGD_154_billion_MIGRT,DBS first-half earnings up 23% to record SGD 1.54 billion
13 Jul 2011,www.dbs.com/newsroom/DBS_Bank_launches_new_banking_account_for_startups_MIGRT,DBS Bank launches new banking account for start-ups
11 Jul 2011,www.dbs.com/newsroom/DBS_successfully_taps_MASPBOC_line_MIGRT,DBS successfully taps MAS-PBOC line
29 Jun 2011,www.dbs.com/newsroom/DBS_Bank_to_tap_bilateral_currency_swap_facility_between_Singapore_and_China_MIGRT,DBS Bank to tap bilateral currency swap facility between Singapore and China
16 May 2011,www.dbs.com/newsroom/DBS_reaffirms_commitment_to_Taiwan_as_it_inaugurates_new_headquarters_in_Xinyi_Financial_District_MIGRT,DBS reaffirms commitment to Taiwan as it inaugurates new headquarters in Xinyi Financial District
11 May 2011,www.dbs.com/newsroom/DBSAM_launches_exclusive_Asset_Allocation_Fund_to_DBS_investors_MIGRT,DBSAM launches exclusive Asset Allocation Fund to DBS investors
06 May 2011,www.dbs.com/newsroom/DBS_Bank_and_Sumitomo_Trust_sign_memorandum_of_understanding_to_deepen_cooperation_in_Asia_MIGRT,DBS Bank and Sumitomo Trust sign memorandum of understanding to deepen cooperation in Asia
29 Apr 2011,www.dbs.com/newsroom/DBS_firstquarter_earnings_rise_52_from_year_ago_to_a_record_SGD_807_million_MIGRT,DBS first-quarter earnings rise 52% from year ago to a record SGD 807 million
28 Apr 2011,www.dbs.com/newsroom/DBS_appoints_two_industry_stalwarts_to_Board_of_Directors_MIGRT,DBS appoints two industry stalwarts to Board of Directors
26 Apr 2011,www.dbs.com/newsroom/DBS_Bank_strengthens_Asian_wealth_proposition_with_introduction_of_new_regional_Treasures_Private_Client_platform_MIGRT,DBS Bank strengthens Asian wealth proposition with introduction of new regional Treasures Private Client platform
21 Apr 2011,www.dbs.com/newsroom/DBS_strengthens_position_as_Asian_Bank_with_largest_regional_factoring_network_MIGRT,DBS strengthens position as Asian Bank with largest regional factoring network
15 Apr 2011,www.dbs.com/newsroom/DBS_China_on_track_for_50_outlets_by_2013_MIGRT,DBS China on track for 50 outlets by 2013
06 Apr 2011,www.dbs.com/newsroom/Three_young_DBS_bankers_named_among_the_best_in_Asia_DBS_recognised_for_being_at_the_forefront_of_talent_and_leadership_development_MIGRT,Three young DBS bankers named among the best in Asia; DBS recognised for being at the forefront of talent and leadership development
23 Mar 2011,www.dbs.com/newsroom/DBSPOSB_customers_donate_over_SGD_1_million_to_Red_Cross_crisis_relief_efforts_via_ATMs_iBanking_AXS_Stations_MIGRT,"DBS/POSB customers donate over SGD 1 million to Red Cross crisis relief efforts via ATMs, iBanking, AXS Stations"
21 Mar 2011,www.dbs.com/newsroom/DBS_sets_up_structured_debt_solutions_and_securitisation_capability_MIGRT,DBS sets up structured debt solutions and securitisation capability
11 Feb 2011,www.dbs.com/newsroom/DBS_fullyear_2010_core_earnings_rise_28_to_record_SGD_265_billion_as_implementation_of_strategic_initiatives_gains_momentum_MIGRT,DBS full-year 2010 core earnings rise 28% to record SGD 2.65 billion as implementation of strategic initiatives gains momentum
15 Dec 2010,www.dbs.com/newsroom/DBS_Bank_strengthens_presence_in_China_with_landmark_transaction_MIGRT,DBS Bank strengthens presence in China with landmark transaction
10 Dec 2010,www.dbs.com/newsroom/DBS_invests_in_building_its_brand_in_six_key_markets_across_Asia_MIGRT,DBS invests in building its brand in six key markets across Asia
06 Dec 2010,www.dbs.com/newsroom/DBS_Asset_Management_and_Nikko_Asset_Management_join_forces_to_create_a_leading_panAsian_asset_manager_MIGRT,DBS Asset Management and Nikko Asset Management join forces to create a leading pan-Asian asset manager
22 Nov 2010,www.dbs.com/newsroom/Allocation_of_470_noncumulative_nonconvertible_nonvoting_preference_shares_MIGRT,Allocation of 4.70% non-cumulative non-convertible non-voting preference shares
18 Nov 2010,www.dbs.com/newsroom/DBS_470_offer_for_noncumulative_nonconvertible_nonvoting_preference_shares_more_than_35_times_subscribed_MIGRT,"DBS 4.70% offer for non-cumulative, non-convertible, non-voting preference shares more than 3.5 times subscribed"
17 Nov 2010,www.dbs.com/newsroom/DBS_Bank_opens_branch_in_Ho_Chi_Minh_City_Vietnam_MIGRT,"DBS Bank opens branch in Ho Chi Minh City, Vietnam"
10 Nov 2010,www.dbs.com/newsroom/Offer_of_470_noncumulative_nonconvertible_nonvoting_preference_shares_in_the_capital_of_DBS_Bank_MIGRT,"Offer of 4.70% non-cumulative, non-convertible, non-voting preference shares in the capital of DBS Bank"
04 Nov 2010,www.dbs.com/newsroom/DBS_thirdquarter_earnings_rise_28_from_year_ago_to_a_record_SGD_722_million_MIGRT,DBS third-quarter earnings rise 28% from year ago to a record SGD 722 million
25 Oct 2010,www.dbs.com/newsroom/DBS_invests_in_Taipei_hub_and_new_Taiwan_headquarters_MIGRT,DBS invests in Taipei hub and new Taiwan headquarters
14 Oct 2010,www.dbs.com/newsroom/Overwhelming_response_to_firstofitskind_DBS_IDesignedABank_branch_design_contest_MIGRT,Overwhelming response to first-of-its-kind DBS 'I-Designed-A-Bank' branch design contest
14 Oct 2010,www.dbs.com/newsroom/DBS_Bank_successfully_prices_SGD_17_billion_noncumulative_nonconvertible_nonvoting_preference_shares_callable_in_2020_MIGRT,"DBS Bank successfully prices SGD 1.7 billion non-cumulative, non-convertible, non-voting preference shares callable in 2020"
30 Sep 2010,www.dbs.com/newsroom/DBS_Enhances_Capabilities_to_Support_Corporate_Treasurers_Joins_Hands_with_SMU_to_Develop_Industry_Talent_MIGRT,"DBS enhances capabilities to support corporate treasurers, joins hands with SMU to develop industry talent"
27 Sep 2010,www.dbs.com/newsroom/DBS_invests_SGD_200_million_in_DBS_Asia_Hub_as_part_of_multiyear_multimarket_strategic_occupancy_plan_MIGRT,"DBS invests SGD 200 million in DBS Asia Hub as part of multi-year, multi-market strategic occupancy plan"
23 Sep 2010,www.dbs.com/newsroom/DBS_to_invest_SGD_250_million_to_grow_Treasury__Markets_business_in_Asia_MIGRT,DBS to invest SGD 250 million to grow Treasury & Markets business in Asia
19 Sep 2010,www.dbs.com/newsroom/POSB_Run_for_Kids_2010_charity_event_raises_325000_and_fosters_stronger_community_ties_MIGRT,"POSB Run for Kids 2010 charity event raises 25,000 and fosters stronger community ties"
06 Sep 2010,www.dbs.com/newsroom/DBS_Appoints_Seasoned_Asia_Hand_Tan_Kong_Khoon_as_Group_Consumer_Banking_Head_MIGRT,DBS Appoints Seasoned Asia Hand Tan Kong Khoon as Group Consumer Banking Head
16 Aug 2010,www.dbs.com/newsroom/Sebastian_Paredes_appointed_CEO_of_DBS_Hong_Kong_Sim_S_Lim_To_Fill_Newly_Created_DBS_Singapore_Country_Manager_Role_MIGRT,Sebastian Paredes appointed CEO of DBS Hong Kong; Sim S Lim To Fill Newly Created DBS Singapore Country Manager Role
12 Aug 2010,www.dbs.com/newsroom/Exclusive_Tieup_between_DBS_and_PAYPAL_liberates_the_Global_Online_Shopping_Experience_For_DBSPOSB_Customers_in_Singapore_MIGRT,Exclusive Tie-up between DBS and PAYPAL liberates the Global Online Shopping Experience For DBS/POSB Customers in Singapore
04 Aug 2010,www.dbs.com/newsroom/DBS_and_IBM_detail_findings_of_5_July_outcome_MIGRT,DBS and IBM detail findings of 5 July outcome
30 Jul 2010,www.dbs.com/newsroom/DBS_secondquarter_earnings_rise_30_to_SGD_718_million_before_goodwill_impairment_MIGRT,DBS second-quarter earnings rise 30% to SGD 718 million before goodwill impairment
27 Jul 2010,www.dbs.com/newsroom/DBS_names_Lim_Say_Boon_as_Chief_Investment_Officer_MIGRT,DBS names Lim Say Boon as Chief Investment Officer
05 Jul 2010,www.dbs.com/newsroom/Media_Statement_MIGRT,Media Statement
29 Jun 2010,www.dbs.com/newsroom/As_Singapore_progresses_so_has_its_favourite_credit_card__The_POSB_Everyday_Card_MIGRT,"As Singapore progresses, so has its favourite credit card - The POSB Everyday Card"
24 Jun 2010,www.dbs.com/newsroom/DBS_establishes_USD_10000000000_debt_issuance_programme_MIGRT,"DBS establishes USD 10,000,000,000 debt issuance programme"
11 Jun 2010,www.dbs.com/newsroom/DBS_launches_firstofitskind_branch_design_contest_MIGRT,DBS launches first-of-its-kind branch design contest
04 Jun 2010,www.dbs.com/newsroom/POSB_appoints_Bertie_Cheng_as_advisor_MIGRT,POSB appoints Bertie Cheng as advisor
31 May 2010,www.dbs.com/newsroom/The_heartbeat_of_sporting_Singapore_MIGRT,The heartbeat of sporting Singapore
07 May 2010,www.dbs.com/newsroom/DBS_firstquarter_earnings_at_SGD_532_million_up_17_from_year_ago_MIGRT,"DBS first-quarter earnings at SGD 532 million, up 17% from year ago"
29 Apr 2010,www.dbs.com/newsroom/DBS_increases_customer_accessibility_with_the_expansion_of_its_selfservice_banking_network_MIGRT,DBS increases customer accessibility with the expansion of its self-service banking network
21 Apr 2010,www.dbs.com/newsroom/DBS_sets_up_dedicated_Project_Finance_team_MIGRT,DBS sets up dedicated Project Finance team
13 Apr 2010,www.dbs.com/newsroom/DBS_to_participate_in_World_Expo_2010_in_Shanghai_China_MIGRT,"DBS to participate in World Expo 2010 in Shanghai, China"
09 Apr 2010,www.dbs.com/newsroom/DBS_appoints_Tan_Su_Shan_as_Private_Banking_Head_MIGRT,DBS appoints Tan Su Shan as Private Banking Head
08 Apr 2010,www.dbs.com/newsroom/Pillars_of_community_sports_recognised_MIGRT,Pillars of community sports recognised
